date,Close
1993-06-01,89.18000030517578
1993-07-01,85.97000122070312
1993-08-01,89.0999984741211
1993-09-01,86.7699966430664
1993-10-01,92.68000030517578
1993-11-01,92.91000366210938
1993-12-01,93.62999725341797
1994-01-01,93.91000366210938
1994-02-01,92.93000030517578
1994-03-01,89.04000091552734
1994-04-01,91.18000030517578
1994-05-01,89.86000061035156
1994-06-01,87.52999877929688
1994-07-01,90.77999877929688
1994-08-01,97.06999969482422
1994-09-01,96.76000213623047
1994-10-01,99.73999786376953
1994-11-01,98.48999786376953
1994-12-01,100.0
1995-01-01,102.05000305175781
1995-02-01,104.97000122070312
1995-03-01,108.0
1995-04-01,111.05999755859375
1995-05-01,115.83999633789062
1995-06-01,117.70999908447266
1995-07-01,117.69999694824219
1995-08-01,117.12999725341797
1995-09-01,125.66999816894531
1995-10-01,128.86000061035156
1995-11-01,134.39999389648438
1995-12-01,136.22000122070312
1996-01-01,140.17999267578125
1996-02-01,142.41000366210938
1996-03-01,140.41000366210938
1996-04-01,140.14999389648438
1996-05-01,148.32000732421875
1996-06-01,153.97999572753906
1996-07-01,149.8800048828125
1996-08-01,148.10000610351562
1996-09-01,156.38999938964844
1996-10-01,158.72000122070312
1996-11-01,167.22000122070312
1996-12-01,167.8000030517578
1997-01-01,177.5500030517578
1997-02-01,185.4199981689453
1997-03-01,174.77999877929688
1997-04-01,188.22000122070312
1997-05-01,197.47000122070312
1997-06-01,204.05999755859375
1997-07-01,211.64999389648438
1997-08-01,192.11000061035156
1997-09-01,200.86000061035156
1997-10-01,196.74000549316406
1997-11-01,211.25
1997-12-01,219.00999450683594
1998-01-01,214.3300018310547
1998-02-01,227.39999389648438
1998-03-01,237.9499969482422
1998-04-01,230.72000122070312
1998-05-01,234.25
1998-06-01,243.22000122070312
1998-07-01,232.00999450683594
1998-08-01,204.44000244140625
1998-09-01,204.86000061035156
1998-10-01,235.42999267578125
1998-11-01,245.27000427246094
1998-12-01,249.39999389648438
1999-01-01,243.69000244140625
1999-02-01,233.32000732421875
1999-03-01,228.14999389648438
1999-04-01,230.67999267578125
1999-05-01,231.1199951171875
1999-06-01,228.25999450683594
1999-07-01,226.05999755859375
1999-08-01,221.91000366210938
1999-09-01,198.75999450683594
1999-10-01,212.9600067138672
1999-11-01,215.67999267578125
1999-12-01,208.0500030517578
2000-01-01,193.8699951171875
2000-02-01,174.00999450683594
2000-03-01,171.5500030517578
2000-04-01,175.72999572753906
2000-05-01,192.32000732421875
2000-06-01,193.9600067138672
2000-07-01,191.85000610351562
2000-08-01,189.02999877929688
2000-09-01,197.22999572753906
2000-10-01,220.02999877929688
2000-11-01,229.74000549316406
2000-12-01,238.14999389648438
2001-01-01,223.1199951171875
2001-02-01,225.77000427246094
2001-03-01,213.7899932861328
2001-04-01,211.85000610351562
2001-05-01,215.64999389648438
2001-06-01,208.5500030517578
2001-07-01,210.02000427246094
2001-08-01,218.52999877929688
2001-09-01,214.0500030517578
2001-10-01,212.6999969482422
2001-11-01,217.30999755859375
2001-12-01,218.38999938964844
2002-01-01,220.6699981689453
2002-02-01,229.47000122070312
2002-03-01,236.99000549316406
2002-04-01,241.3800048828125
2002-05-01,243.36000061035156
2002-06-01,228.52000427246094
2002-07-01,217.94000244140625
2002-08-01,220.02999877929688
2002-09-01,203.52999877929688
2002-10-01,210.50999450683594
2002-11-01,204.14999389648438
2002-12-01,204.6199951171875
2003-01-01,197.10000610351562
2003-02-01,191.3800048828125
2003-03-01,190.25
2003-04-01,195.75
2003-05-01,204.97000122070312
2003-06-01,206.47000122070312
2003-07-01,205.02000427246094
2003-08-01,208.9600067138672
2003-09-01,207.9600067138672
2003-10-01,218.00999450683594
2003-11-01,219.85000610351562
2003-12-01,223.5
2004-01-01,223.69000244140625
2004-02-01,236.3699951171875
2004-03-01,234.99000549316406
2004-04-01,237.6199951171875
2004-05-01,234.4199981689453
2004-06-01,234.9499969482422
2004-07-01,223.2899932861328
2004-08-01,227.47999572753906
2004-09-01,220.74000549316406
2004-10-01,222.0399932861328
2004-11-01,228.41000366210938
2004-12-01,236.99000549316406
2005-01-01,239.57000732421875
2005-02-01,239.7899932861328
2005-03-01,237.16000366210938
2005-04-01,234.32000732421875
2005-05-01,239.02000427246094
2005-06-01,234.24000549316406
2005-07-01,241.5
2005-08-01,237.75
2005-09-01,240.47000122070312
2005-10-01,239.42999267578125
2005-11-01,241.14999389648438
2005-12-01,240.1699981689453
2006-01-01,239.75
2006-02-01,242.07000732421875
2006-03-01,242.52000427246094
2006-04-01,244.00999450683594
2006-05-01,245.19000244140625
2006-06-01,248.1199951171875
2006-07-01,252.58999633789062
2006-08-01,261.6700134277344
2006-09-01,260.75
2006-10-01,265.5199890136719
2006-11-01,262.6600036621094
2006-12-01,268.4100036621094
2007-01-01,273.3500061035156
2007-02-01,268.6300048828125
2007-03-01,272.67999267578125
2007-04-01,281.3399963378906
2007-05-01,285.1499938964844
2007-06-01,278.44000244140625
2007-07-01,271.79998779296875
2007-08-01,278.510009765625
2007-09-01,290.1000061035156
2007-10-01,294.9100036621094
2007-11-01,303.3299865722656
2007-12-01,299.54998779296875
2008-01-01,283.55999755859375
2008-02-01,282.8299865722656
2008-03-01,291.2200012207031
2008-04-01,290.1000061035156
2008-05-01,293.82000732421875
2008-06-01,273.9700012207031
2008-07-01,282.8699951171875
2008-08-01,289.9800109863281
2008-09-01,285.29998779296875
2008-10-01,253.67999267578125
2008-11-01,248.57000732421875
2008-12-01,246.66000366210938
2009-01-01,227.75999450683594
2009-02-01,211.27000427246094
2009-03-01,218.77000427246094
2009-04-01,225.41000366210938
2009-05-01,236.02000427246094
2009-06-01,238.17999267578125
2009-07-01,252.85000610351562
2009-08-01,254.88999938964844
2009-09-01,263.19000244140625
2009-10-01,265.94000244140625
2009-11-01,276.1099853515625
2009-12-01,274.29998779296875
2010-01-01,270.8800048828125
2010-02-01,278.19000244140625
2010-03-01,288.1300048828125
2010-04-01,283.6400146484375
2010-05-01,270.2099914550781
2010-06-01,262.6400146484375
2010-07-01,277.9700012207031
2010-08-01,273.55999755859375
2010-09-01,288.2699890136719
2010-10-01,296.3800048828125
2010-11-01,292.3800048828125
2010-12-01,303.5799865722656
2011-01-01,297.8800048828125
2011-02-01,305.79998779296875
2011-03-01,308.8500061035156
2011-04-01,324.45001220703125
2011-05-01,332.1300048828125
2011-06-01,322.6600036621094
2011-07-01,317.3399963378906
2011-08-01,318.5
2011-09-01,306.7099914550781
2011-10-01,319.8900146484375
2011-11-01,326.0
2011-12-01,335.5400085449219
2012-01-01,329.8399963378906
2012-02-01,341.20001220703125
2012-03-01,351.8800048828125
2012-04-01,351.8500061035156
2012-05-01,347.3299865722656
2012-06-01,357.6000061035156
2012-07-01,368.82000732421875
2012-08-01,365.9200134277344
2012-09-01,369.9700012207031
2012-10-01,364.9599914550781
2012-11-01,369.70001220703125
2012-12-01,357.9599914550781
2013-01-01,381.1199951171875
2013-02-01,394.6199951171875
2013-03-01,409.5400085449219
2013-04-01,422.3900146484375
2013-05-01,412.29998779296875
2013-06-01,412.0899963378906
2013-07-01,425.6600036621094
2013-08-01,406.32000732421875
2013-09-01,410.239990234375
2013-10-01,435.3800048828125
2013-11-01,441.5799865722656
2013-12-01,442.6199951171875
2014-01-01,419.1499938964844
2014-02-01,433.7699890136719
2014-03-01,441.9200134277344
2014-04-01,453.8500061035156
2014-05-01,461.7799987792969
2014-06-01,459.3299865722656
2014-07-01,443.510009765625
2014-08-01,463.7900085449219
2014-09-01,465.07000732421875
2014-10-01,480.8999938964844
2014-11-01,506.5
2014-12-01,499.5799865722656
2015-01-01,493.239990234375
2015-02-01,513.8200073242188
2015-03-01,501.3299865722656
2015-04-01,496.489990234375
2015-05-01,500.0899963378906
2015-06-01,489.2699890136719
2015-07-01,515.2000122070312
2015-08-01,484.2900085449219
2015-09-01,484.9100036621094
2015-10-01,512.22998046875
2015-11-01,505.7099914550781
2015-12-01,518.4199829101562
2016-01-01,520.739990234375
2016-02-01,521.0599975585938
2016-03-01,543.5599975585938
2016-04-01,535.6300048828125
2016-05-01,539.0700073242188
2016-06-01,564.989990234375
2016-07-01,560.030029296875
2016-08-01,556.260009765625
2016-09-01,546.5399780273438
2016-10-01,541.27001953125
2016-11-01,516.8099975585938
2016-12-01,531.7899780273438
2017-01-01,539.510009765625
2017-02-01,565.7899780273438
2017-03-01,561.7899780273438
2017-04-01,566.5399780273438
2017-05-01,581.5499877929688
2017-06-01,566.8300170898438
2017-07-01,569.0399780273438
2017-08-01,561.8099975585938
2017-09-01,555.3900146484375
2017-10-01,546.5499877929688
2017-11-01,576.0700073242188
2017-12-01,587.3900146484375
2018-01-01,595.6500244140625
2018-02-01,548.97998046875
2018-03-01,541.72998046875
2018-04-01,517.25
2018-05-01,508.010009765625
2018-06-01,529.0800170898438
2018-07-01,549.5999755859375
2018-08-01,551.47998046875
2018-09-01,554.9099731445312
2018-10-01,566.6799926757812
2018-11-01,576.4199829101562
2018-12-01,521.8800048828125
2019-01-01,547.9400024414062
2019-02-01,559.5599975585938
2019-03-01,580.1099853515625
2019-04-01,593.6400146484375
2019-05-01,569.9299926757812
2019-06-01,597.3400268554688
2019-07-01,611.22998046875
2019-08-01,621.27001953125
2019-09-01,629.3800048828125
2019-10-01,627.2899780273438
2019-11-01,634.0900268554688
2019-12-01,646.969970703125
2020-01-01,648.25
2020-02-01,595.2100219726562
2020-03-01,560.3300170898438
2020-04-01,597.5599975585938
2020-05-01,605.780029296875
2020-06-01,601.3300170898438
2020-07-01,642.010009765625
2020-08-01,671.530029296875
2020-09-01,659.1400146484375
2020-10-01,639.4600219726562
2020-11-01,686.3699951171875
2020-12-01,696.3200073242188
2021-01-01,659.25
2021-02-01,649.3900146484375
2021-03-01,699.4600219726562
2021-04-01,713.6900024414062
2021-05-01,725.4600219726562
2021-06-01,721.6199951171875
2021-07-01,738.719970703125
2021-08-01,748.1400146484375
2021-09-01,714.5800170898438
2021-10-01,741.0900268554688
2021-11-01,731.760009765625
2021-12-01,804.5999755859375
2022-01-01,792.3800048828125
2022-02-01,780.489990234375
2022-03-01,791.469970703125
2022-04-01,810.5
2022-05-01,815.4099731445312
2023-02-01,767.030029296875
